post_id,store_id,stores,create_on,ramen_name,fb_review
T300235,72,墨洋拉麵,2020-08-19,極上貝貝拉麵260,配置正常，免費加麵，糖心蛋30探望了在負壓病房的人̶球̶後，剛好墨洋拉麵就在附近，順道朝聖一下。地點蠻好找的，就在東南亞秀泰影城旁，一樓是結帳+廚房，二樓是用餐區，三樓也是用餐區，也含廁所，三樓用餐區可以說是廁所的搖滾區，那片木門是裝飾用而已。細節不多說明，待麵友自行體會~極上貝貝拉麵，湯頭可以嚐到濃鬱的蛤蜊味，及淡淡醬油香。叉燒肉非常薄，可以透光。細麵不太喜歡，湯碗裡的麵條跟加麵來的麵條硬度不同，湯碗裡的麵條泡過熱湯，偏軟容易咬斷，沒什麼口感。加麵的麵條反而比較硬，湯也剩不多，麵條更有嚼勁。那顆糖心蛋，裡頭是金黃色苟苟的...
T300236,72,墨洋拉麵,2020-10-08,極上貝貝拉麵260,配置洋蔥、蔥花、燉煮蘿蔔、叉燒、三顆炙燒干貝1130到還以為會很排，結果沒人很幸運，大概1150後面就有人潮，好險自己早了20分鐘，採人工點餐，23樓有員工會帶位，不會有不知所措的問題，店內環境明亮，整體上很舒適究極星鰻TKG真的好吃，端上來真的好香胃口大開，不攪蛋黃吃原味我覺得跟有囍叉燒飯有得比，醬油鹹甜滋味跟美乃滋酸真的很搭，飯偏乾不過把蛋黃攪下去這個問題就被蛋黃補足，吃到一半發現星鰻沒有跟店員講有補星鰻，星鰻口感軟嫩，搭配醬汁跟飯好入口，印象真的比麵還驚艷，低消120點究極TKG就對了貝貝麵干貝很新鮮，熟度恰到好處，...
T300237,72,墨洋拉麵,2020-08-29,海膽拌麵300,配置正常心得二訪墨洋上次的泡系讓我回味無窮不過這次是為了在社團看到的海膽限定而來過去在某連鎖壽司店吃到超噁心口感而且很苦的海膽後就對海膽很感冒這次吃到的海膽完全沒有噁心的味道口感也很滑順不會又黏稠又糊但也正因如此我才發現原來就算是好吃的海膽我也沒有特別喜歡的感覺可能是留下心裡陰影吧旁邊的乾海膽粉我一嚐到就讓我感到有股家鄉味我想了又想終於想到是豆腐乳啊！不知道有沒有人跟我有一樣的感覺XD這碗麵裡因為有我討厭的硬花生口味對我來說有點太重加上自己沒有很喜歡海膽應該不會再特別衝這碗了但還是會為了泡系而來！P.S友人點的貝貝也很好吃可能是留下心...
T300238,72,墨洋拉麵,2020-05-31,牡湯煮干拉麵,配置無上大夜班的時候忘記從哪看到這碗只限定兩天各25碗的牡蠣煮的拉麵就決心要下班來吃這碗。(反正因為某些原因也不能直接回家)從1130就開始在店門口排隊，就為了吃到這限定拉麵(而且還晚五分鐘開門，我超想尿尿)。麵一上來是一塊大生蠔、紫蘇葉、檸檬片、海葡萄、蘿蔔片跟細麵和牡蠣綠的湯頭，湯上還浮著一層油。餓了整個晚上的我，趕快拿起筷子吸了一口麵。哦！怎麼有這麼霸道的牡蠣味，好像直接衝破鼻子直接性騷擾我的大腦嗅覺皮層，我還以為老闆偷偷塞牡蠣在我鼻孔裡。我一口接一口，怕拉麵涼掉後味道不再濃烈。兩口麵後，生牡蠣配著紫蘇葉，剛好中和了...
T300239,72,墨洋拉麵,2020-05-21,泡系鴨白湯松露拉麵(5/2124限定)300,一直對墨洋滿感興趣的，不過也一直太忙始終還沒去嘗試。今天剛好看到限定，人又在附近就跑去了。這是我第二次吃泡系(第一次是百貨公司的日本美食展)，我覺得墨洋的泡沫處理得滿好！湯頭部份喝起來算滿順口的，鹹度油度都不會太高。裡面的蔥、紫洋蔥味道很協調，上面一坨松露給得我覺得很大方欸，喜歡松露的人一定很開心，整碗都有松露的味道，我吃得很滿足，但不喜歡那個味道就不要亂嘗試細麵跟泡系湯頭滿搭的，但我喜歡硬麵，所以稍微覺得麵條不夠硬。鴨肉很好吃，是我喜歡的鴨肉口感。另外加點了炙燒北海道生食級干貝50，這個價位來看大小還...
T300240,72,墨洋拉麵,2020-03-30,貝出汁拉麵160,柚香貝出汁拉麵220究極炙燒星鰻海陸叉燒飯129溏心蛋30第一次吃墨洋，看了板上從一開始的評價到後期改進換菜單，心裡一直肯定這樣用心的好店家！今天終於來吃ㄌ！！！先說說麵體，我點了麵硬，朋友點了正常，但吃不出任何差別，但整體還算是有嚼勁的細麵，沒有什麼令人失望的點，但也不驚艷。麵內配置正常來說這兩碗應該都是三片叉燒，但是柚香這碗居然吃到了五片叉燒XD小確幸！但是叉燒非常的普通～干貝以這個價位這樣的大小跟口感很值回票價了，很鮮甜，也不會過熟，算是今天吃到很滿意的部分。蘿蔔、蔥花正常發揮，但不得不稱讚這個洋蔥真的是畫龍點睛！很有提味的效...
T300241,74,定置漁場三代目,2020-06-25,膠原魚白湯拉麵招牌柚子鹽｜,"配置正常(店家無提供調整選項),加點七星潭炸魚｜Z定置漁場比較不像是傳統的拉麵店,有滿多拉麵以外的單點品項可以選擇,主打以新鮮的海鮮為食材,拉麵及單點也幾乎清一色都是海鮮.拉麵的麵是捲麵,剛上麵的時候軟硬適中,但容易泡軟,上麵後要儘快吃完口感較佳.湯頭的部分味道滿特別的,有別於一般的雞白湯,這家的白湯是以魚骨熬製,雖然油脂的香味沒有一般豚雞為主的湯底來的鮮香,但是能感受到魚的鮮甜.湯頭算是小辣,感覺同時有辣椒和胡椒的辣味,有點可惜的是柚子的清香被辣味蓋過,需要特別仔細品嚐才能感受到微微的柚子香味,青蔥的辛香味也不像一些拉麵..."
T300242,74,定置漁場三代目,2020-07-25,鮮魚美白湯240,配置正常我的海苔啊....倒了來吃花蓮排到爆炸的魚白湯麵，本來以為是在巷弄不會有很多人，結果人超級多啊!!不過在吃到那無太多點綴的魚白湯之後，就會知道為什麼會很多人喜歡這家，魚的鮮甜，魚骨的味道都嚐得出來。魚片有一點點老，不過還是可以接受的，有點像吃炙燒過的魚片一樣，不過重點是他的魚是完全無骨的喔！麵硬度也很適中，可以一直加麵加湯，一定吃得飽的。糖心蛋的部分就算很不錯。湯的部分，喝到最後會有種好像在大海跟魚遨遊的感覺，很開心很輕鬆，我也不知道為什麼會有這個感覺哈哈，這家的話以花蓮來說，值得你來排隊一次...
T300243,74,定置漁場三代目,2020-07-22,招牌柚子胡椒(260)三代目叉燒沾麵(280),配置無鹹度、麵條硬度等配置選項，可免費加湯加麵備註:加點「七星潭炸魚」x1(120)、可樂x1(30，原價60，點小菜類半價優惠)可使用三倍券，我們付了一張500+零錢 定置漁場三代目:七星潭炸魚今天的炸魚是以鰆魚(馬交、土託)製成，薄脆的麵衣撒上七味粉、海苔粉，沾些糖醋醬食用，有非常獨到的滋味招牌柚子胡椒店家最自豪的魚骨白湯，加上濃烈的胡椒與清新的柚子醬，口味有些嗆辣而解膩，魚肉叉燒原以為是烤魚，結果居然是半生熟的大片鰆魚魚片，帶點紫色邊緣的魚肉，吃起來雖略有生味，可卻很令人滿意三代目叉燒沾麵沾湯似乎是以蝦高湯與腐乳製成...
T300244,76,屋臺拉麵,2020-06-20,原味雞白湯叉燒/200,配置麵普通，湯無法調濃度滿滿的雞叉燒吃起來超過癮，雖然肉塊有大有小就是大小不一啦，但味道拯救了一切，咬起來軟嫩不柴又帶有淡淡的鹹味，讓人頗滿足。麵是細麵，咬起來有些許硬度，這樣的硬度很剛好，有種在吃一蘭拉麵的既視感；湯頭鹹度很剛好，可以輕鬆完食。外面的看板還特地註明老闆是日本人其實臺灣人蠻親日的，所以希望可以撐下去。...
T300245,76,屋臺拉麵,2020-07-25,黃金泡菜30,配置加購:黃金泡菜30從南澳回臺北的路上，天空越來越不妙，過宜蘭以後就被大雨籠罩，冷得受不了了，在土地公廟躲雨，心想有碗熱湯喝就好了，一查還真的有一家拉麵店。湯頭算是好喝的臺拉，配菜簡單不隨便，木耳、海帶芽、糖心蛋、以及叉燒都中規中矩，店內有可愛的小狗。朋友說:「怎麼有拉麵店開在這裡？」我:「躲雨的人才有麵可以吃啊」整體是一次開心的用餐體驗是說雨還不停嗎？...
T300246,82,招福製麵所,2020-09-05,胡麻豚骨叉燒拉麵(280,配置日本味、麵硬、油花多(背脂)外送服務:Ubereats(2030分鐘路程費用60)最近開學太忙，常無法好好吃晚餐，無奈人在江湖身不油擠無法出去買東西餓肚子，餓與累到身體抖手抖都有還好現在還有外送平臺可以叫，前幾天叫了 Ramen初:，這次看到這家鳳山 招福製麵所:，也推出 外送服務:，還推出 新拉麵名稱:。找了2天找不到外送點餐頁面，只好去店家粉絲團留言，店家也很細心耐心的回答，後來才發現是外送平臺，搜尋引擎太爛的問題！感謝店家的幫忙這次毫不猶豫的點點了新品項，只是店家距離我太遠，我的外送服務費要...
T300247,82,招福製麵所,2020-07-01,醬油豚骨拉麵(210,配置日本味、麵硬、油花多－－－－－－－－－－－－這家也是高雄開業不久的拉麵店，位於鳳山青年國中附近，由2位刺青師傅開設的 招福製麵所:。開店到半夜12:30(點餐到12:00)，算是鳳山少見消夜場拉麵。感謝當時燿哥給的情報~~－－－－－－－－－－－開幕沒多久時我其實有吃過一次，覺得味道不錯，鹹度比較不足，當時覺得濃度上還有待加強，較沒有特別亮點(當時照片拍超爛沒P)－－－－－－－－－－－店內播放日本的老歌，有別於拉麵店常是播放日本動漫歌曲或是流行歌曲，整體有懷舊復古拉麵店的氛圍。－－－－－－－－－－－較不方便的是他們的「...
T300248,83,拾貳麵舖,2020-07-18,招牌柚香鹽味拉麵200,配置加麵，不加紫色洋蔥第一次發文請海涵(´･ω･`)湯頭調味出色前段喝起來像雞和魚混合熬煮而成中段檸檬、尾韻則是滿滿的柚香叉燒採低溫舒肥第一次在牛排以外的食材看到覺得是個有趣的嘗試雖然我覺得跟拉麵本身沒有到很搭但這種烹調方式蠻好吃的個人喜歡細麵所以麵體很滿意值得一提的是檸檬片提供香味但不會把味道整個浸泡進去讓湯頭酸掉中段檸檬、尾韻則是滿滿的柚香叉燒採低溫舒肥第一次在牛排以外的食材看到覺得是個有趣的嘗試雖然我覺得跟拉麵本身沒有到很搭但這種烹調方式蠻好吃的個人喜歡細麵所以麵體很滿意值得一提的是檸檬片提供香味但不會把味道整個浸泡...
T300249,83,拾貳麵舖,2020-07-24,濃厚雞白湯拉麵/150,配置無調整上次看到社團某大大發文才知道這間開在巷子內的店，一開始社團文章只注意店鋪而已上桌看到水果片整個很驚喜，可惜是綠檸檬只好早早把水果撈起，店家貼心有附小碟子放水果片，不常吃雞白湯拉麵對於其他店家印象很少，不好評論，只能說水果片對於麵及湯來說有加分，我認為應該可以額外放旁邊，看客人自己要不要去體驗，炸豆腐是一般白豆腐有點惋惜，舒肥雞軟嫩，但我不愛舒肥料理。缺點就兩個叉燒及筍乾，叉燒也是舒肥料理但是有筋整個沒斷，咬起來口感不佳，筍乾就對於整碗麵來說太甜了...我自己吃起來是偏甜的，感覺很不搭。會回訪吃吃其他口味及炸物只好...
T300250,84,晴拉麵,2020-11-12,醬油豚骨拉麵(130),"配置濃、麵15秒高雄今年開了約12家拉麵店。上週六去民生複診中午肚子餓，想起麵友哲大說不錯吃，就順路去吃吃看。晴拉麵英文是SunnyRamen,猜測應該是用闆孃的英文名字吧？闆娘名字最後一字發音應該相近「Sunny」，取中文意思「晴」為店名店內拉麵價格非常平價，130150的價錢。店家外不時會看到店家在攪拌後方大鍋內的東西，還有用均質機在調理湯底。 豚骨醬油湯底:拉麵製作時會看到店家使用 均質機強制乳化:湯底，強制乳化後的湯底出現很多類似泡系拉麵的泡沫浮在湯表層。第一次看到這價位還用均質機乳化湯底的店家！另外好像只有選擇..."
T300251,84,晴拉麵,2020-09-17,豚骨拉麵/130,配置濃湯、極細麵硬度15秒預設醣心蛋半顆、海帶、蔥、木耳、叉燒一片、海苔一片加點醣心蛋一顆/20(附圖先被我吃掉半顆所以剩一顆)加點一碗白飯配湯用/20很多人看到這個價格一定會先卻步，畢竟價格實在太便宜了，不論南北部只要是時間成本高的拉麵幾乎都沒看過這麼便宜的，店外走進去前就可以直接看到料理吧檯，入店前至少確保不是大骨粉。店內外僅玻璃門隔開，可以清楚看見料理過程，出餐前用均質機將湯乳化，叉燒有炙燒...很多這個價位看不到的工法。因為熬湯8小時所以只有晚上開店，湯頭有加蒜去除豬騷味，油脂給很足，接近家系的味道，但老闆似乎是自...
T300252,84,晴拉麵,2020-10-24,醬油拉麵,配置+10元蔥，味濃，麵普通這間之前騎車經過有看到，但是看名字我直覺是臺式拉麵，後來有人跟我推薦，然後今天經過剛好又還沒吃飯，就順路吃吃看。經過應該是老闆娘(吧?)的推薦，點了醬油拉麵，本來就有蔥，我又加了10元蔥，另外點了30元的柚子白蘿蔔。麵端上來，這配料之豐富著實讓我意外，湯喝起來算醇厚，叉燒炙香味明顯，麵跟蛋都有到水準，這140元(原價130元+10元蔥)實在是值了。而且營業時間涵蓋晚餐到宵夜時段，非常適合下班後隨時來一碗！吃個拉麵，我覺得隨時能拿出來的就是150元，以前最愛是沐瀧家，不過後來常常8點不到甚至7點多...
T300253,84,晴拉麵,2020-11-27,味噌拉麵,配置味濃，麵普通一入口，腦海裡突然浮現了好久好久好~久~以前大學時吃大碗拉麵道的味噌口味。(拉麵道後來變小碗，已經吃不出以前那種感覺，大概是以前窮學生吃不起好東西，吃個標榜日式口味的泡麵就深感幸福，現在吃多了，這樣的泡麵已經滿足不了。以前市場上現煮日拉簡直是稀有動物，印象比較深的就是札幌娘《樂山娘》，20年前讀大學的時候就有了吧，臺北高雄都有店，在臺北慕名吃過一次，但我真的吃不太習慣現在社團內也沒很少看到人在提這間。我看高雄那間也還開著，幾年前在高雄又吃一次依然還是不習慣，依稀只記得菜給的不少。)現煮拉麵的口味當然大勝，麵...
