,Description,published
2161,這也是拉麵有趣迷人的地方，不是嗎?! ：D▎店家：力量拉麵（安和店）▎區域／鄰近地點：台北市／捷運信義安和站▎用餐時間：6/7(日) 13:15▎排隊狀況：無，店內8成滿▎拉麵名稱／價格：豚骨醬油／220▎配置：麵硬、麵量正常▎延伸：#一天兩碗那天是人生中第一次上Podcsast，而都來到這附近了當然就是要找拉麵吃才行！沒想到對面就是力量拉麵的安和分店，也終於可以把這間口袋名單來實踐。店內是Ｌ形的吧檯座位，不過跟隱家二店有一樣的問題就是靠近冷氣口的位置都會被風直吹。那天下著雨且經快接近中午用餐時段的尾聲，店內還有８成滿。而且當時的客人有家庭客且年紀稍長的麵友就有好幾個，猜測力量主打的煲湯應該是很合這類型的麵友。店員示意旁邊有菜單自行填寫菜單後再交給店員就好。我在出發前就已經先看好要吃的品項，不過現場有看到居然有限定的品項。但是還是秉持著第一次來還是先吃定番，所以還是維持原本的選擇。座位區就有貼上力量主打的煲湯介紹，使用蠻多不太在拉麵熬湯上出現的食材。沒多久麵就上來了，速度也蠻快的。用餐完後結帳店員也會詢問吃的習慣嗎、會不會太鹹等問題。整體來說，這間是很特別的拉麵店，也比較適合入門或是口味上比較沒那麼重口的麵友。▎豚骨醬油:麵端上來後，味道上就已經可以感受到不同。有著我不太會形容的味道，有點類似中藥湯帶給我的感受。碗口是比較大的款式，所以在吃完叉燒後就感受到麵量其實蠻多的。力量的湯我選擇豚骨醬油，但是醬油味道不明顯，反而是煲湯食材說明內的那些食材味道比較突出。湯頭不濃偏水也不鹹，其實我本來還有點想問能不能鹹一點的。而力量的叉燒是整碗中我比較驚豔喜歡的地方，雞肉叉燒有杏鮑菇的那種脆感。豬肉叉燒很軟嫩且入味，點豪華版的叉燒肉就會比較多，我蠻推薦點肉多的。麵體是細麵，口感是Q彈的，跟目前常見細麵帶有芯感齒切是不同呈現。不過叉燒都吃完後，發現麵量很多，然後湯頭味道和濃度跟不上麵的量，會有一直在單吃麵的錯覺。正常的麵量已經有一般拉麵店讓我再加麵感受的量...整體吃完湯頭真的是目前唯一這樣呈現的店，不過味道上就不是我自己喜歡的。我自己覺得這樣的麵很適合入門新手，或是比較年長不常吃拉麵的客群來接觸拉麵的一個好選擇~,6月11日上午11:35
2162,"▎店家：一真亭ラーメン ▎區域／鄰近地點：台北醫學大學 ▎用餐時間：6/10 13:00 ▎排隊狀況：無 ▎拉麵名稱／價格：夏日限定冷麵/ 150 ▎配置：無
 因為各種原因其實很常去北醫周邊，常常要想到底該吃什麼，偶然一查發現有一家評價不錯的拉麵店就來試試了。
 一進到店裡可以感受到店員們超級熱情也很有人情味XD 這點我很喜歡！光是因為這個我就肯定會再來吃！
 其實一開始是想吃一般的豚骨拉麵的，但看到有麵友推薦這裡的冷麵，天氣也挺熱的，就點來吃了。
 點完的時候剛好隔壁桌有人點了一般拉麵，店員立刻跟我說因為冷麵準備要比較久所以隔壁的會先來，希望我不要在意，真的真的很貼心～
 麵一上桌就感受到滿滿的夏日感，店員也有說加入蒜泥也很好吃（我沒加，大家可以試試）。一入口可以感受到粗麵麵體超級Q~~~~~ 喜歡有勁道的朋友真的必點！ 搭配冰冰的煎焙胡麻醬讓人心情很好，但是不知道為什麼搭配的叉燒我有點不愛，跟醬汁配起來略有焦味，但除此之外都算是標準之上，CP值極高！
 玉子燒非常好吃，不像傳統日式的帶有甜味，有著淡淡的蛋香，之後打算+30再單點一份🥰 今後肯定會再訪，太喜歡了！
 第一次在這發食記有點緊張，希望能夠幫助到其他麵友！",6月11日上午1:17
2163,"▎店家：龍二的店 
 ▎區域／鄰近地點：台北東區 旧山嵐忠孝店鄰居 ▎用餐時間：2020/02/25 凌晨1點 ▎排隊狀況：直接入座。裡面有六人 ▎拉麵名稱／價格：昭和拉麵/NT.220 ▎配置：胡麻菠菜/NT.100
 第一次吃到龍二的昭和拉麵。就如同拉麵名稱一樣三四十年前日本🇯🇵用推車販賣的古早味拉麵。就是我小時候熟悉的拉麵。非常令我懷念。… 更多 拉麵湯頭是由一夜干和雞骨分開熬製再依照比例調製而成(Wスープ)。喝起來非常順口很適合宵夜想吃拉麵的顧客喝起來完全沒有負擔。 拉麵配置有叉燒.海苔.菠菜.筍乾.魚板（なると)。其中筍乾也是老闆自己做的。 麵條是選用中粗卷拉麵。湯頭與拉麵非常適合。整體拉麵吃起來舒服順口。 回想小時候媽媽給我500日幣讓我去過買推車拉麵的傳統拉麵。如果你也想品嚐日本傳統早期推車拉麵非常推薦你品嚐看看.
 我也好好期待❣️ 再復活‼︎
 山嵐拉麵✖️龍二の店  『海鮮咖哩沾麵』
 龍二的店 拉麵提供的時間：禮拜三-六  晚上11:30才開始 其他口味           ：鹽味拉麵（雞骨清湯）  拉麵湯頭是由一夜干和雞骨分開熬製再依照比例調製而成(Wスープ)。喝起來非常順口很適合宵夜想吃拉麵的顧客喝起來完全沒有負擔。 拉麵配置有叉燒.海苔.菠菜.筍乾.魚板（なると)。其中筍乾也是老闆自己做的。 麵條是選用中粗卷拉麵。湯頭與拉麵非常適合。整體拉麵吃起來舒服順口。 回想小時候媽媽給我500日幣讓我去過買推車拉麵的傳統拉麵。如果你也想品嚐日本傳統早期推車拉麵非常推薦你品嚐看看.",4月26日上午3:46
2164,店名：拉麵公子 用餐時間：12:15 排隊狀況：去的時候剛好不用排 品名：鹽味雞湯叉燒拉麵 雖然公子有名的是煮干 可是個人特愛鹽味 從試營運吃到現在一直都是吃這碗(有一部分是因爲不敢吃煮干w) 麵條的部分整體軟硬度算是我很中意的 咬下去不會軟軟的 而且不會到難以咀嚼 叉燒不管是雞肉還是豬肉個人覺得熟度都很剛好 也不像有些地方吃了會膩 不過最棒的還是湯頭啦 整體雞湯的味道很濃 又很好入喉不會卡卡的 鹹度很夠 但不會像有些地方是死鹹 個人認為是鮮鹹 能夠一直喝下去那種 比較可惜的是沒有很餓不能加點其他東西來吃 算是美中稍微有一點點不足的地方,6月10日下午12:49
2165,"▎店家：麵屋武藏 台中首店
 ▎區域／鄰近地點：台中市西屯區台灣大道四段1038號2樓（ J mall ）
 ▎用餐時間：2020/06/09 15:36
 ▎排隊狀況：無
 ▎拉麵名稱／價格：泰式酸辣拉麵$280
 此碗是麵屋武藏 台中首店 六月限定
 喝湯時辣的味道先出來，喉嚨都是辛香料加辣椒的辣味，再來才是微微酸味在後面，就是大家印象中經過台式改良的泰式酸辣的味道。
 一開始以為會是清湯的呈現手法湯頭會較稀，但是此碗湯頭還是有一定的濃稠度，喝得出來湯底就是是武藏定番使用的豚雞湯頭，辣味、酸味、蝦子的香氣加上豚雞湯底的鹹香，喝來味道很豐富且各式食材比例拿捏的很好，。
 麵條是細麵，硬度適中有嚼勁很好吃，配料的魚肉吃來肉質軟嫩好入口是新鮮的魚鮮味。兩隻大蝦外表有稍微炙燒過，上桌時蝦子已經剝殼處理好，輕輕一咬蝦肉就離開蝦頭，蝦肉吃來鮮甜肉質Q彈好吃，處理得很好。
 是一碗很好吃的泰式酸辣湯，該有的辣度跟酸度都有，湯的配菜/料很簡單，更顯的湯頭處理的手法很成熟呈現出許多不同味道堆疊出來平衡的口感。在這樣悶熱潮濕的季節吃上一碗身體感覺很清爽很舒服。",6月9日下午9:15
2166,☆鬼金棒 ☆北車附近 ☆6月6日 下午14:30 ☆排隊20分鐘 ☆辣麻味噌沾麵 ☆加點角煮、蔥 : 只要超過一周沒吃到這碗 就會很癢 但是近期沾麵店排隊的人也越來越多… 更多 可能天氣熱的關係 所以來吃的次數沒辦法太頻繁 : 點了普通麻少辣 對我來說剛剛好 這個程度的辣對於平常不太吃辣的人 也會非常喜愛 : 角煮雖然較肥 但是軟嫩好入口 可惜當天到白飯因為米沒來 所以沒辦法後面收尾再把醬汁跟角煮配白飯吃 : 整體來說每吃一次 就忍不住po文一次 希望更多人可以吃到辣麻味噌沾、拉麵的美味  可能天氣熱的關係 所以來吃的次數沒辦法太頻繁 : 點了普通麻少辣 對我來說剛剛好 這個程度的辣對於平常不太吃辣的人 也會非常喜愛 : 角煮雖然較肥 但是軟嫩好入口 可惜當天到白飯因為米沒來 所以沒辦法後面收尾再把醬汁跟角煮配白飯吃 : 整體來說每吃一次 就忍不住po文一次 希望更多人可以吃到辣麻味噌沾、拉麵的美味,6月9日上午11:50
2167,"▎店家：麵屋一番 ▎區域／鄰近地點：社子市場 ▎用餐時間：6/6 20:45 ▎排隊狀況：無 ▎拉麵名稱／價格：雞白湯130、咖哩雞白湯150、各加10元雞叉燒，加一份糖心蛋。 ▎配置：自己看，哈哈哈。
 原來忘記來社團打食記，來補一波。
 首先這是社子島最強的拉麵，一點都不為過。
 雞白湯是朋友吃，我就先不介紹，但是湯頭被我收尾，我只能說真的很好喝。
 咖哩雞白湯出乎意料的好好吃，我本身很少吃咖哩湯料理。
 這種咖哩不會讓人討厭，有些店家可能用多種辛香料搭配組合成非常香，但是麵屋一番這碗有很厚實的咖哩味，雖然少了多種辛香料味道，但是確是簡單而樸實的一碗。
 麵條老闆使用細麵，非常適合這碗湯頭吸附很好吃。 （下次要來吃吃看蒜頭雞白湯）
 雞叉燒處理的很到位，不輸其他有使用的店家。
 湯頭比例配上紫洋蔥的辛甜更加搭配，裡面的蔥花、豆芽菜很解膩不錯。
 糖心蛋表現也相當出色，我喜歡的膏狀。
 以這樣的價格呈現是非常出色，我也很喜歡。
 如果要去吃的朋友怕熱，記得戴上冰水跟小電風，我個人是能接受這樣的風情吃麵，很享受😁",6月9日下午6:50
2168,"店家：麵屋武藏神山 鄰近地點：中山捷運站 用餐時間：6/6 11:30 排隊狀況：特地早一些去還算順利 拉麵名稱／價格：聯名龍蝦拉麵 499 配置：濃厚
 麵屋武藏的黑醋角煮是我最愛的，原先以為龍蝦拉麵會只有龍蝦，沒有想到還有兩大塊黑醋角煮，整體的味道偏濃厚個人是比較喜歡的，有附上龍蝦清湯可以調配，但我是沒有加，聽說味道也很不錯。
 龍蝦的部分，過去吃過一些龍蝦都是不太好的經驗，總是戳了老半天只有渣渣，但這次處理的真的非常好，用筷子就能輕鬆將整塊拿起，搭配濃郁的湯頭真的非常享受。
 整體來說，當時看到訊息覺得499的價位有點高，但實際嚐過之後，覺得是很滿足的，物超所值且真心覺得好吃！",6月6日下午4:45
2169,,6月5日上午7:42
2170,"▎店家：麵屋一番 ▎區域／鄰近地點：社子 / 社子市場裡面 ▎用餐時間：6/9（二）20:00 ▎排隊狀況：直接入座，但前面還有訂單要做，大概坐下來等10分鐘。 ▎拉麵名稱／價格：咖哩雞白湯2碗  / 結帳總金額380（有加點其他品項） ▎配置：我的這碗加了3份雞叉燒，而且我家寶寶Mudu Yang還把他的肉捐給我，我總共有10片肉，蔥多！加點替玉+泡菜各一份。
 現在吃東西不能默默的吃了，… 更多 因為我家寶寶說以後repo的工作交給我🤪 所以我就不能當整年都不發文的聖人了🤪 今天說要蔥多， 我還是覺得吃不夠（變態） 但我這人吃蔥的方式真的會讓人虧錢， 建議老闆真的可以開放計價加點😋
 咖哩雞白湯真的是一個很棒的口味～ 濃郁香醇的雞白湯加入牛奶和咖哩， 整體搭配爽口不膩， 加點的泡菜爽脆可口～而且不會太辣😋
 然後我們應該是倒數第三組客人， 8:30吃飽要閃的時候闆媽說賣完了， 真是太棒🥰  因為我家寶寶說以後repo的工作交給我🤪 所以我就不能當整年都不發文的聖人了🤪 今天說要蔥多， 我還是覺得吃不夠（變態） 但我這人吃蔥的方式真的會讓人虧錢， 建議老闆真的可以開放計價加點😋",6月9日下午9:23
2171,"【公告】開放拉麵店官方粉專入社
 開放粉專入社的目的是希望社團麵友的食記、相關討論，可以讓該店能有一個官方識別的正式身分和正式回應。
 1.粉專入社條件：拉麵店官方粉專、社團期間合作粉專，其餘皆不開放。 2.粉專身分僅限回應該店或相關貼文，其餘非相關回文一律視同廣告文嫌疑刪除。 3.粉專同樣需遵守： 版規、食記PO文規範、廣告文判斷機制、版面討論『規範與禁止』項目 。 
 Stars暨台灣拉麵愛好會. 2019.4.16",2019年4月16日上午11:23
2172,"▎店家：田中そば ▎區域／鄰近地點：林口/三井凹類裡面 ▎用餐時間：6/8（一）19:30 ▎排隊狀況：沒排直接點，直接自己找位子吃。 ▎拉麵名稱／價格：中華蕎麥麵 大 加背脂 / 230+40 ▎配置：如圖
 之前有說過我這個人吃東西通常默默的吃， 不太會在非個人版面評論店家， 但才過幾天而已我就又來了（毆）
 是這樣說的， 我認為客人的感受和需求店家願意儘可能配合是很可貴的一件事🙂 而且美食街通常也沒有給你可以要求的空間⋯⋯ 一訪時吃原配置完全沒有客訂， 這次回訪試探性的詢問可否麵硬味濃， 店員回答Ok， 一吃不得了 果然Get到我的點了～
 湯的風味很不錯， 建議要加背脂風味更佳， 如果你是拉麵初學者， 這是一碗中規中矩的麵， 老少咸宜很適合入門🥰
 然後大碗真的多，差點撐死我🤪 可以先吃原味再嘗試加入蒜泥和唐辛子提味～會有不一樣的感受哦！ 以上，推薦給大家😘
 打完收工繼續跟Mudu Yang喝春水堂約會🤪🤪🤪🤪",6月8日下午8:29
2173,早上跑去陽明山給牛看，結果換得一臉關公樣下山。(笑因為肚子超餓就決定回家跑去吃三冬，這也是難得平日來三冬。不過沒能趕上開店前就到，而是過了營業時間一點點後才到，已經畫單到20幾號了...果然要吃還是要早點來，不過相對周末的情況，平日比較多1、2位，周末則是一次一群人居多。所以等待的時間比我想像中來的快，然後居然又是坐到老位置吧台區的1.2號！那天天氣有點熱就想吃清湯，然後我們兩個真的都餓了，於是這次就一次點了2碗叉燒飯！也終於如願可以吃到傳說中兩碗做成的特大叉燒飯了~ XD然後我用餐的時候叉燒飯已經售完了，我撿到倒數幾碗叉燒飯覺得很幸運~▎拉麵名稱／價格：青森煮干醬油拉麵+雞濃厚拉麵+叉燒飯*2+藤椒油封雞胸:三冬定番煮干湯頭的部分煮干味道沒有到苦，硬要說只能算些微。所以煮干初心者或是苦手，這碗絕對沒有問題的，是一碗很好入門的煮干拉麵！煮干的香氣和醬油融合的很好，鹹度味道上都不會太過，是很舒服順口的呈現。此外，點這碗還會提供特製的煮干果醋。可以在中間或是最後依照自己喜好添加，來轉換味道。三冬的叉燒飯強烈推薦要選［辣］，因為根本不會辣而是多提了香氣。叉燒飯也可以明顯感受到三冬叉燒的魅力，像雞肉叉燒就能吃出檸檬的果香。另外因為有炙燒的關係，所以還多了炙燒迷人的香氣。醬汁味道鹹甜，很下飯，我自己本身沒有很愛吃飯的人都可以三兩下把這碗扒光就知道多好吃~而且三冬使用的米也是有選過的，煮的米飯呈現也很剛好，粒粒飽滿好吃。最後我也會淋上一點湯來泡飯吃，這次我就淋了煮干和雞白湯，兩種都不錯！藤椒油封雞胸是當天的限定品項，不會辣也沒覺得麻，而是充滿了藤椒特有的香氣。非常的喜歡，我自己吃完就在想如果用這個切丁放入叉燒飯內，好像也會很棒~ 另外也有麵友加點放入拉麵內，搭配起來也不錯！所以如果當天去吃有這品項的話，務必點來試試感受它的魅力~ ：D,6月9日上午11:22
2174,"凉面
 台湾人会吃冷拉面吗？
 石川県金沢市
 ごえちゃんラーメン",6月9日上午10:54
2175,"▎店家：吉鴙ラーメン ▎區域／鄰近地點：捷運大安站 ▎用餐時間：6/4 18:30左右 ▎排隊狀況：無 ▎拉麵名稱／價格：特製鹽味雞湯拉麵、綜合叉燒拼盤 ▎配置：預設
 結論：雞清湯順口，拼盤誠意十足，但我太飽😅
 本身喜歡清湯系，加上看到鴨肉，立馬找時間來嘗嘗。運氣蠻好的，那天進到店裡似乎就只剩一個位子，不過店家的位子數量還算多，即使需要候位，等待的時間應該還好。
 浮在上頭的油光讓湯頭看起來有點油，但實際喝之後對我來說並不會，反而讓湯能夠維持一定溫度的時間拉長些，這對於我這種喜歡熱湯的人來說其實是不錯的。
 預設的麵條齒切感不明顯，不過我覺得這樣的麵條有吸附到雞湯，加上麵條本身的彈性，並不失分，吃起來也很順口。
 筍乾、豬叉燒、雞叉燒以及溏心蛋都有不錯的水準，不論是口感或調味上。
 特別再提一下加點的拼盤，鴨肉叉燒的口感不錯，鴨肉的味道可能是近大半年來吃到最重的，我不確定會不會有些人會覺得有點腥味？因為盤子上面其實有一點血水。我覺得如果稍微泡一下拉麵湯，再把鴨肉熱一下，可能會好蠻多的。",6月6日下午10:12
